8,2,34.69,415.73,130.38,300.71,1.11,-1,-1,-1
8,1,150.76,442.38,159.99,340.86,1.11,-1,-1,-1
9,15,974.67,179.43,42.47,104.29,0.90,-1,-1,-1
9,11,1032.07,159.39,37.31,90.69,1.11,-1,-1,-1
9,9,563.98,255.51,54.26,147.84,1.11,-1,-1,-1
9,8,597.89,262.72,86.80,218.51,1.11,-1,-1,-1
9,7,359.14,360.19,83.61,261.92,1.11,-1,-1,-1
9,6,175.72,347.42,128.95,249.41,1.11,-1,-1,-1
9,5,1074.29,270.58,61.47,239.83,1.11,-1,-1,-1
9,4,1534.13,469.67,214.46,366.81,1.11,-1,-1,-1
9,3,1146.22,525.22,252.69,410.28,1.11,-1,-1,-1
9,2,38.63,415.05,127.56,297.01,1.11,-1,-1,-1
9,1,148.18,442.02,163.42,341.87,1.11,-1,-1,-1
10,11,1032.12,159.47,37.03,90.42,1.11,-1,-1,-1
10,9,563.49,255.83,55.70,150.23,1.11,-1,-1,-1
10,8,594.44,264.07,86.41,219.48,1.11,-1,-1,-1
10,7,348.16,360.57,92.26,262.01,1.11,-1,-1,-1
10,6,169.06,351.33,134.30,246.12,1.11,-1,-1,-1
10,5,1072.96,271.38,62.65,239.02,1.11,-1,-1,-1
10,4,1536.56,472.61,222.28,363.34,1.11,-1,-1,-1
10,3,1155.53,528.83,249.23,407.75,1.11,-1,-1,-1
10,2,54.61,410.36,107.49,297.35,1.11,-1,-1,-1
10,1,149.65,441.48,161.22,343.24,1.11,-1,-1,-1
11,11,1032.54,159.42,36.53,90.00,1.11,-1,-1,-1
11,9,562.32,256.42,55.80,150.99,1.11,-1,-1,-1
11,8,591.79,268.08,89.38,218.87,1.11,-1,-1,-1
11,7,340.98,362.35,101.89,261.08,1.11,-1,-1,-1
11,5,1079.28,270.61,55.60,239.26,1.11,-1,-1,-1
11,4,1543.25,475.95,226.36,359.70,1.11,-1,-1,-1
11,3,1170.30,530.95,239.28,405.43,1.11,-1,-1,-1
11,2,64.08,408.22,98.63,296.61,1.11,-1,-1,-1
11,1,154.84,441.40,155.52,343.80,1.11,-1,-1,-1
12,11,1033.20,159.67,35.49,90.21,1.11,-1,-1,-1
12,9,560.35,256.22,58.21,151.96,1.11,-1,-1,-1
12,8,590.91,271.27,86.13,216.53,1.11,-1,-1,-1
12,7,340.63,370.30,93.36,255.58,1.11,-1,-1,-1
12,5,1080.76,270.32,55.22,239.47,1.11,-1,-1,-1
12,4,1552.71,478.96,223.59,356.75,1.11,-1,-1,-1
12,3,1190.15,532.76,222.43,403.35,1.11,-1,-1,-1
12,2,70.37,406.75,96.56,298.80,1.11,-1,-1,-1
12,1,158.13,442.19,153.32,343.38,1.11,-1,-1,-1
13,11,1033.21,159.99,35.46,91.46,1.11,-1,-1,-1
13,9,560.01,256.77,54.89,151.66,1.11,-1,-1,-1
13,8,585.05,271.75,93.96,217.20,1.11,-1,-1,-1
13,7,335.80,369.61,93.55,254.23,1.11,-1,-1,-1
13,5,1080.58,271.50,56.56,238.41,1.11,-1,-1,-1
13,4,1564.78,482.52,221.69,354.80,1.11,-1,-1,-1
13,3,1222.48,533.41,189.03,402.07,1.11,-1,-1,-1
13,2,75.42,404.78,98.51,299.66,1.11,-1,-1,-1
13,1,161.15,442.39,150.39,343.07,1.11,-1,-1,-1
14,9,558.99,258.17,55.47,152.25,1.11,-1,-1,-1
14,8,587.78,273.99,83.86,218.74,1.11,-1,-1,-1
14,7,333.01,373.48,92.77,250.06,1.11,-1,-1,-1
14,5,1080.25,273.69,58.02,236.69,1.11,-1,-1,-1
14,4,1580.29,485.14,214.73,353.18,1.11,-1,-1,-1
14,3,1255.94,535.67,154.21,399.88,1.11,-1,-1,-1
14,2,82.26,403.14,123.59,301.08,1.11,-1,-1,-1
14,1,165.03,442.99,145.98,342.62,1.11,-1,-1,-1
15,9,556.64,258.55,54.15,152.68,1.11,-1,-1,-1
15,8,583.10,275.75,93.99,219.86,1.11,-1,-1,-1
15,7,328.16,376.27,94.54,246.53,1.11,-1,-1,-1
15,5,1080.69,274.18,58.15,236.02,1.11,-1,-1,-1
15,4,1599.51,487.32,204.48,351.98,1.11,-1,-1,-1
15,3,1264.17,536.10,147.74,399.02,1.11,-1,-1,-1
15,2,95.42,402.99,119.29,300.62,1.11,-1,-1,-1
15,1,168.85,444.13,142.09,341.93,1.11,-1,-1,-1
16,17,627.99,239.44,61.42,174.70,1.11,-1,-1,-1
16,9,555.37,259.68,54.29,154.06,1.11,-1,-1,-1
16,8,587.06,276.83,86.82,220.82,1.11,-1,-1,-1
16,7,318.42,384.17,102.09,239.31,1.11,-1,-1,-1
16,5,1081.38,272.36,57.81,236.98,1.11,-1,-1,-1
16,4,1622.24,490.36,189.61,351.24,1.11,-1,-1,-1
16,3,1265.25,537.80,149.73,397.82,1.11,-1,-1,-1
16,2,104.07,403.43,117.05,299.44,1.11,-1,-1,-1
16,1,173.00,444.94,137.75,341.34,1.11,-1,-1,-1
17,17,627.52,240.10,61.18,172.53,1.11,-1,-1,-1
17,9,554.14,260.14,54.25,155.06,1.11,-1,-1,-1
17,8,588.41,277.84,84.39,221.32,1.11,-1,-1,-1
17,7,312.72,383.38,103.16,238.78,1.11,-1,-1,-1
17,5,1081.19,272.65,59.80,236.64,1.11,-1,-1,-1
17,4,1641.11,493.45,180.95,351.23,1.11,-1,-1,-1
17,3,1263.97,540.40,158.75,396.23,1.11,-1,-1,-1
17,2,111.36,404.65,113.71,297.66,1.11,-1,-1,-1
17,1,175.93,447.05,135.44,339.76,1.11,-1,-1,-1
18,17,625.40,239.80,60.86,172.72,1.11,-1,-1,-1
18,9,552.39,260.71,52.29,156.48,1.11,-1,-1,-1
18,8,584.34,277.43,79.41,222.39,1.11,-1,-1,-1
18,7,308.83,386.99,104.22,236.13,1.11,-1,-1,-1
18,5,1081.11,273.55,60.99,235.59,1.11,-1,-1,-1
18,4,1645.59,496.42,192.42,347.57,1.11,-1,-1,-1
18,3,1260.84,550.31,184.07,393.43,1.11,-1,-1,-1
18,2,118.66,401.09,106.43,299.58,1.11,-1,-1,-1
18,1,177.73,446.98,133.23,339.35,1.11,-1,-1,-1
19,17,623.85,243.53,63.44,171.97,1.11,-1,-1,-1
19,9,550.02,261.05,52.64,158.85,1.11,-1,-1,-1
19,8,578.39,275.98,80.46,223.85,1.11,-1,-1,-1
19,7,307.08,384.39,100.24,237.74,1.11,-1,-1,-1
19,5,1081.16,274.52,63.09,234.31,1.11,-1,-1,-1
19,4,1650.98,498.45,197.68,347.42,1.11,-1,-1,-1
19,3,1258.31,556.95,213.72,390.10,1.11,-1,-1,-1
19,2,127.40,397.38,102.40,301.57,1.11,-1,-1,-1
19,1,178.81,448.12,132.17,338.14,1.11,-1,-1,-1
20,17,623.73,245.76,61.57,171.41,1.11,-1,-1,-1
20,8,576.94,275.71,77.47,224.86,1.11,-1,-1,-1
20,7,307.55,380.46,94.65,240.37,1.11,-1,-1,-1
20,5,1079.78,274.29,65.43,233.57,1.11,-1,-1,-1
20,4,1649.30,501.96,211.87,344.59,1.11,-1,-1,-1
20,3,1263.01,562.11,225.04,389.58,1.11,-1,-1,-1
20,1,180.57,446.39,130.07,338.61,1.11,-1,-1,-1
21,17,621.25,248.24,64.22,171.31,1.11,-1,-1,-1
21,8,573.89,275.74,80.84,225.08,1.11,-1,-1,-1
21,7,302.18,381.47,96.66,241.42,1.11,-1,-1,-1
21,5,1079.43,273.29,65.61,233.82,1.11,-1,-1,-1
21,4,1651.86,505.32,218.25,341.83,1.11,-1,-1,-1
21,3,1267.74,565.18,223.21,391.68,1.11,-1,-1,-1
21,1,180.06,449.14,130.89,337.42,1.11,-1,-1,-1
22,17,617.48,249.88,66.50,172.32,1.11,-1,-1,-1
22,15,995.68,178.28,42.50,106.96,1.11,-1,-1,-1
22,8,572.74,277.05,76.54,224.16,1.11,-1,-1,-1
22,7,305.23,380.58,88.68,243.20,1.11,-1,-1,-1
22,5,1078.18,273.54,68.24,234.14,1.11,-1,-1,-1
22,4,1654.86,509.02,225.95,338.00,1.11,-1,-1,-1
22,3,1271.64,567.08,219.37,395.36,1.11,-1,-1,-1
22,1,182.08,451.05,128.00,336.37,1.11,-1,-1,-1
23,17,616.00,250.63,65.56,172.62,1.11,-1,-1,-1
23,15,996.60,178.06,43.22,107.07,1.11,-1,-1,-1
23,9,540.30,264.30,56.20,159.79,1.11,-1,-1,-1
23,8,579.24,278.34,71.28,223.45,1.11,-1,-1,-1
23,7,298.62,381.06,95.08,245.21,1.11,-1,-1,-1
23,5,1077.70,274.30,69.07,233.92,1.11,-1,-1,-1
23,4,1658.33,513.75,232.38,333.11,1.11,-1,-1,-1
23,3,1273.32,568.38,229.20,398.64,1.11,-1,-1,-1
23,1,182.11,449.26,127.44,337.31,1.11,-1,-1,-1
24,15,997.58,178.52,42.58,108.02,1.11,-1,-1,-1
24,9,537.38,264.76,56.36,159.13,1.11,-1,-1,-1
24,8,573.58,279.24,77.04,223.69,1.11,-1,-1,-1
24,7,293.30,373.13,95.00,253.16,1.11,-1,-1,-1
24,6,79.83,363.35,126.42,265.11,1.11,-1,-1,-1
24,5,1078.00,273.67,68.75,234.26,1.11,-1,-1,-1
24,4,1668.38,521.00,223.45,333.27,1.11,-1,-1,-1
24,3,1281.14,568.99,233.99,400.68,1.11,-1,-1,-1
24,1,186.26,446.69,122.23,338.97,1.11,-1,-1,-1
25,15,998.14,178.85,44.04,108.49,1.11,-1,-1,-1
25,9,535.82,265.49,57.07,159.13,1.11,-1,-1,-1
25,8,574.41,279.51,73.38,224.14,1.11,-1,-1,-1
25,7,290.91,378.80,95.29,253.57,1.11,-1,-1,-1
25,6,74.37,365.60,134.68,266.08,1.11,-1,-1,-1
25,5,1076.40,273.41,70.73,234.50,1.11,-1,-1,-1
25,4,1683.88,527.60,212.22,337.47,1.11,-1,-1,-1
25,3,1294.26,569.40,231.49,401.53,1.11,-1,-1,-1
25,1,186.15,443.04,123.30,341.42,1.11,-1,-1,-1
26,15,1000.49,178.87,41.65,108.50,1.11,-1,-1,-1
26,9,533.47,267.64,56.82,161.04,1.11,-1,-1,-1
26,8,574.78,280.88,68.65,225.24,1.11,-1,-1,-1
26,6,69.12,368.99,140.71,265.01,1.11,-1,-1,-1
26,5,1075.51,273.47,71.54,234.77,1.11,-1,-1,-1
26,4,1700.22,532.02,205.15,343.11,1.11,-1,-1,-1
26,3,1307.18,570.03,230.91,401.70,1.11,-1,-1,-1
26,1,190.37,418.33,115.02,358.77,1.11,-1,-1,-1
27,9,532.10,267.84,56.92,161.70,1.11,-1,-1,-1
27,8,566.58,282.60,78.02,228.21,1.11,-1,-1,-1
27,6,67.67,372.09,132.65,263.51,1.11,-1,-1,-1
27,5,1075.95,272.77,70.80,235.38,1.11,-1,-1,-1
27,4,1718.16,535.03,195.69,347.45,1.11,-1,-1,-1
27,3,1325.37,570.88,226.56,401.46,1.11,-1,-1,-1
27,1,182.75,429.37,131.56,355.39,1.11,-1,-1,-1
28,9,529.83,268.68,59.82,162.90,1.11,-1,-1,-1
28,8,569.97,283.89,71.57,231.56,1.11,-1,-1,-1
28,6,59.33,376.37,136.22,260.71,1.11,-1,-1,-1
28,5,1076.32,272.96,70.82,235.33,1.11,-1,-1,-1
28,4,1737.29,536.26,179.53,351.10,1.11,-1,-1,-1
28,3,1348.70,571.63,216.44,401.06,1.11,-1,-1,-1
28,1,185.75,434.77,127.97,352.48,1.11,-1,-1,-1
29,17,605.59,250.78,68.57,174.65,1.11,-1,-1,-1
29,9,529.24,268.72,58.92,163.24,1.11,-1,-1,-1
29,8,562.91,286.66,81.73,231.98,1.11,-1,-1,-1
29,6,56.55,378.70,127.03,258.84,1.11,-1,-1,-1
29,5,1076.65,273.22,70.50,235.35,1.11,-1,-1,-1
29,4,1760.17,535.67,157.14,353.97,1.11,-1,-1,-1
29,3,1379.77,572.45,193.31,401.32,1.11,-1,-1,-1
29,1,186.08,438.14,127.95,349.59,1.11,-1,-1,-1
30,17,603.21,251.34,69.55,175.29,1.11,-1,-1,-1
30,9,529.18,269.91,56.53,166.07,1.11,-1,-1,-1
30,8,559.63,287.28,86.27,233.31,1.11,-1,-1,-1
30,6,48.15,380.00,123.39,257.54,1.11,-1,-1,-1
30,5,1078.30,273.73,68.50,236.08,1.11,-1,-1,-1
30,4,1768.13,535.97,152.65,356.23,1.11,-1,-1,-1
30,3,1410.73,577.94,172.46,406.96,1.11,-1,-1,-1
30,1,188.08,438.10,129.23,348.97,1.11,-1,-1,-1
31,17,599.76,252.18,70.47,177.88,1.11,-1,-1,-1
31,9,527.45,269.76,59.10,166.99,1.11,-1,-1,-1
31,8,569.09,288.87,74.96,233.53,1.11,-1,-1,-1
31,6,42.81,381.63,117.91,256.20,1.11,-1,-1,-1
31,5,1080.91,273.93,65.71,236.79,1.11,-1,-1,-1
31,4,1769.24,536.22,153.91,357.45,1.11,-1,-1,-1
31,3,1418.97,584.27,183.15,415.08,1.11,-1,-1,-1
31,1,191.14,442.17,123.36,345.75,1.11,-1,-1,-1
32,17,595.91,252.20,74.29,178.50,1.11,-1,-1,-1
32,9,526.51,269.25,58.83,167.10,1.11,-1,-1,-1
32,8,555.92,289.00,86.31,234.22,1.11,-1,-1,-1
32,6,40.66,380.65,108.44,257.49,1.11,-1,-1,-1
32,5,1081.75,273.90,65.15,237.19,1.11,-1,-1,-1
32,4,1768.60,537.32,155.61,357.30,1.11,-1,-1,-1
32,3,1422.79,589.50,193.89,422.86,1.11,-1,-1,-1
32,1,193.39,437.95,122.85,347.38,1.11,-1,-1,-1
33,17,597.96,252.37,69.37,180.87,1.11,-1,-1,-1
33,9,526.53,268.87,55.82,166.53,1.11,-1,-1,-1
33,8,559.82,288.83,78.90,234.83,1.11,-1,-1,-1
33,7,259.20,381.95,120.33,292.95,1.11,-1,-1,-1
33,6,34.28,382.36,107.80,259.06,1.11,-1,-1,-1
33,5,1081.39,273.87,65.40,237.60,1.11,-1,-1,-1
33,4,1767.90,543.51,157.37,354.08,1.11,-1,-1,-1
33,3,1422.42,593.81,210.78,428.52,1.11,-1,-1,-1
33,1,189.27,445.15,126.40,342.14,1.11,-1,-1,-1
34,9,525.70,269.96,54.47,165.27,1.11,-1,-1,-1
34,8,557.02,287.75,79.78,236.32,1.11,-1,-1,-1
34,7,269.53,377.28,109.80,299.55,1.11,-1,-1,-1
34,6,30.77,380.36,107.59,264.01,1.11,-1,-1,-1
34,5,1081.20,273.62,65.23,237.53,1.11,-1,-1,-1
34,4,1764.86,561.65,164.30,341.65,1.11,-1,-1,-1
34,3,1420.71,597.81,235.26,430.29,1.11,-1,-1,-1
34,1,189.85,448.88,122.55,338.81,1.11,-1,-1,-1
35,9,526.65,271.32,49.92,166.19,1.11,-1,-1,-1
35,8,558.67,286.32,74.33,237.69,1.11,-1,-1,-1
35,7,278.48,374.55,101.97,304.31,1.11,-1,-1,-1
35,6,25.17,379.17,112.74,269.21,1.11,-1,-1,-1
35,5,1081.37,273.41,64.49,237.40,1.11,-1,-1,-1
35,4,1767.69,576.76,159.85,330.55,1.11,-1,-1,-1
35,3,1419.17,603.78,260.44,430.18,1.11,-1,-1,-1
35,1,188.48,451.61,122.81,335.86,1.11,-1,-1,-1
36,9,525.84,274.24,47.63,164.98,1.11,-1,-1,-1
36,8,555.62,285.68,81.15,238.92,1.11,-1,-1,-1
36,7,284.89,370.29,97.18,307.94,1.11,-1,-1,-1
36,6,16.98,381.91,123.60,270.01,1.11,-1,-1,-1
36,5,1081.07,273.71,64.40,237.23,1.11,-1,-1,-1
36,4,1773.05,587.14,152.98,320.02,1.11,-1,-1,-1
36,3,1420.80,609.65,275.69,429.12,1.11,-1,-1,-1
36,1,189.26,452.56,120.74,334.19,1.11,-1,-1,-1
37,17,595.87,256.25,70.29,185.98,1.11,-1,-1,-1
37,9,525.98,275.22,45.00,164.88,1.11,-1,-1,-1
37,8,552.16,286.36,77.32,238.49,1.11,-1,-1,-1
37,7,294.47,367.76,89.46,312.22,1.11,-1,-1,-1
37,6,9.89,384.80,130.40,269.88,1.11,-1,-1,-1
37,5,1081.18,273.48,63.86,238.17,1.11,-1,-1,-1
37,4,1777.91,600.49,147.90,308.32,1.11,-1,-1,-1
37,3,1425.18,615.95,281.51,427.67,1.11,-1,-1,-1
37,1,188.73,452.58,121.52,333.33,1.11,-1,-1,-1
38,17,595.28,256.87,68.04,186.99,1.11,-1,-1,-1
38,9,523.45,276.27,45.71,163.04,1.11,-1,-1,-1
38,8,549.48,287.39,84.54,237.25,1.11,-1,-1,-1
38,7,300.07,364.19,89.30,314.57,1.11,-1,-1,-1
38,6,3.82,386.01,136.94,269.58,1.11,-1,-1,-1
38,5,1081.24,273.57,63.82,238.90,1.11,-1,-1,-1
38,4,1787.43,615.19,137.31,295.19,1.11,-1,-1,-1
38,3,1432.13,621.05,282.47,425.07,1.11,-1,-1,-1
38,1,188.45,453.87,123.37,331.94,1.11,-1,-1,-1
39,17,593.16,256.50,70.48,187.29,1.11,-1,-1,-1
39,9,520.32,277.97,46.54,161.37,1.11,-1,-1,-1
39,8,546.16,287.58,84.22,235.76,1.11,-1,-1,-1
39,6,-1.70,387.80,142.15,268.94,1.11,-1,-1,-1
39,5,1081.38,273.35,61.95,239.35,1.11,-1,-1,-1
39,4,1797.47,641.22,128.78,275.93,1.11,-1,-1,-1
39,3,1446.73,624.42,271.50,422.39,1.11,-1,-1,-1
39,1,189.27,454.43,123.16,331.05,1.11,-1,-1,-1
40,17,591.73,256.38,70.18,187.85,1.11,-1,-1,-1
40,8,542.76,288.12,87.61,234.61,1.11,-1,-1,-1
40,6,-2.49,390.74,140.18,267.79,1.11,-1,-1,-1
40,5,1081.11,273.52,61.34,239.62,1.11,-1,-1,-1
40,4,1814.36,667.02,111.14,253.60,1.11,-1,-1,-1
40,3,1466.81,627.01,253.02,419.80,1.11,-1,-1,-1
40,1,190.47,452.05,121.25,332.59,1.11,-1,-1,-1
41,17,590.63,256.23,69.12,188.60,1.11,-1,-1,-1
41,8,537.81,290.12,88.74,233.74,1.11,-1,-1,-1
41,6,-2.31,393.93,134.82,265.81,1.11,-1,-1,-1
41,5,1080.61,273.44,61.46,239.91,1.11,-1,-1,-1
41,4,1831.18,689.49,92.86,232.73,1.11,-1,-1,-1
41,3,1487.55,629.25,241.75,417.19,1.11,-1,-1,-1
41,1,190.28,450.31,121.51,334.21,1.11,-1,-1,-1
42,21,336.93,361.61,158.59,311.50,0.66,-1,-1,-1
42,17,589.06,256.53,70.13,189.12,1.11,-1,-1,-1
42,8,531.55,290.17,93.30,234.20,1.11,-1,-1,-1
42,6,-1.53,396.31,127.09,264.26,1.11,-1,-1,-1
42,5,1080.48,273.65,61.19,239.98,1.11,-1,-1,-1
42,3,1510.59,630.60,228.40,415.34,1.11,-1,-1,-1
42,1,189.94,449.12,121.97,335.52,1.11,-1,-1,-1
43,21,340.97,362.75,162.81,310.52,0.73,-1,-1,-1
43,17,587.27,257.21,71.54,189.93,1.11,-1,-1,-1
43,8,529.92,291.66,91.69,235.65,1.11,-1,-1,-1
43,6,-1.21,398.32,120.36,263.19,1.11,-1,-1,-1
43,5,1080.09,274.05,61.02,240.11,1.11,-1,-1,-1
43,3,1536.57,631.97,215.90,413.36,1.11,-1,-1,-1
43,1,188.83,448.32,123.51,336.41,1.11,-1,-1,-1
44,21,346.75,363.68,161.18,309.46,0.81,-1,-1,-1
44,17,585.65,257.55,71.62,189.88,1.11,-1,-1,-1
44,8,525.74,292.75,97.48,236.21,1.11,-1,-1,-1
44,6,-0.62,402.19,109.27,260.63,1.11,-1,-1,-1
44,5,1079.96,274.88,60.88,239.48,1.11,-1,-1,-1
44,3,1556.38,633.59,207.44,411.39,1.11,-1,-1,-1
44,1,186.03,448.20,126.60,336.22,1.11,-1,-1,-1
45,21,356.85,362.56,151.82,309.79,0.90,-1,-1,-1
45,17,584.08,258.69,70.57,190.15,1.11,-1,-1,-1
45,8,526.51,295.71,96.27,236.15,1.11,-1,-1,-1
45,6,0.05,405.98,94.94,257.25,1.11,-1,-1,-1
45,5,1079.59,275.05,60.90,239.32,1.11,-1,-1,-1
45,3,1559.76,635.49,220.83,409.30,1.11,-1,-1,-1
45,1,183.21,447.95,128.92,336.22,1.11,-1,-1,-1
46,21,378.90,361.52,127.76,309.30,1.11,-1,-1,-1
46,17,577.82,259.07,76.15,191.46,1.11,-1,-1,-1
46,8,526.61,298.12,92.76,236.05,1.11,-1,-1,-1
46,6,0.53,410.28,79.09,253.28,1.11,-1,-1,-1
46,5,1079.85,274.66,59.78,239.49,1.11,-1,-1,-1
46,4,1864.49,811.65,61.39,108.26,1.11,-1,-1,-1
46,3,1559.94,638.16,236.87,406.59,1.11,-1,-1,-1
46,1,181.93,448.52,130.09,335.82,1.11,-1,-1,-1
47,21,395.09,359.40,112.32,308.58,1.11,-1,-1,-1
47,17,576.06,260.08,75.45,191.11,1.11,-1,-1,-1
47,9,490.67,282.25,58.60,164.17,1.11,-1,-1,-1
47,8,526.97,297.94,88.36,237.13,1.11,-1,-1,-1
47,6,0.29,412.41,67.18,250.76,1.11,-1,-1,-1
47,5,1079.90,274.37,59.17,239.66,1.11,-1,-1,-1
47,4,1867.36,821.52,55.53,93.13,1.11,-1,-1,-1
47,3,1561.74,641.73,248.38,403.90,1.11,-1,-1,-1
47,1,183.14,448.81,128.25,335.44,1.11,-1,-1,-1
48,21,405.61,357.43,103.03,309.55,1.11,-1,-1,-1
48,17,573.62,261.21,75.59,190.16,1.11,-1,-1,-1
48,9,487.24,283.77,59.29,165.22,1.11,-1,-1,-1
48,8,521.68,299.06,97.13,239.30,1.11,-1,-1,-1
48,6,-0.85,416.11,60.50,247.28,1.11,-1,-1,-1
48,5,1079.62,274.79,59.36,239.60,1.11,-1,-1,-1
48,4,1874.81,830.52,44.99,80.87,1.11,-1,-1,-1
